url,primary_keyword,search_intent,title,h1,meta_description,h1_alignment,description_alignment,on_page_action,target_source
https://hacecuentas.com/blog/7-errores-que-achican-tu-calculo-de-indemnizacion,7 errores que achican tu cálculo de indemnización,calculo,7 errores que achican tu cálculo de indemnización,7 errores que achican tu cálculo de indemnización,"Revisá siete errores comunes que pueden alterar tu indemnización: sueldo base, antigüedad, variables, fechas, regímenes y documentación.",1,0.67,alineado,title-canonico
https://hacecuentas.com/blog/acuerdo-de-cuota-alimentaria-que-deberia-quedar-por-escrito,Acuerdo de cuota alimentaria,informacional,Acuerdo de cuota alimentaria: qué debería quedar por escrito,Acuerdo de cuota alimentaria: qué debería quedar por escrito,"Checklist para documentar un acuerdo de alimentos con monto, vencimiento, gastos extraordinarios y mecanismo de revisión.",1,0.33,alineado,title-canonico
https://hacecuentas.com/blog/aguinaldo-2026-plazo-fijo-dolar-uva-donde-conviene,Aguinaldo 2026,comparacion-comercial,"Aguinaldo 2026: ¿plazo fijo, dólar o UVA? Dónde conviene","Aguinaldo 2026: ¿plazo fijo, dólar o UVA? Dónde conviene","¿Qué hacer con el aguinaldo 2026: plazo fijo, dólar o UVA? Cómo se comporta cada opción frente a la inflación, qué protege cada una y cómo decidir sin humo.",1,1,alineado,title-canonico
https://hacecuentas.com/blog/aguinaldo-junio-2026-hasta-cuando-pagan,Aguinaldo junio 2026,calculo,Aguinaldo junio 2026: fecha límite y cálculo,Aguinaldo junio 2026: fecha límite y cálculo,"¿Te pagaron el aguinaldo de junio 2026? El plazo legal (30/6 + 4 días hábiles) ya venció: calculá cuánto te deben y cómo reclamar, gratis y al instante.",1,1,alineado,title-canonico
https://hacecuentas.com/blog/algebra-y-aritmetica-tarea-resuelta-2026,Álgebra sin trabas,informacional,"Álgebra sin trabas: fracciones, ecuaciones y sistemas","Álgebra sin trabas: fracciones, ecuaciones y sistemas","Guía para resolver fracciones, regla de tres, potencias y logaritmos, ecuaciones cuadráticas y sistemas por Cramer o Gauss mostrando cada paso…",1,0,alineado,title-canonico
https://hacecuentas.com/blog/alquilar-comprar-construir-cuentas-vivienda-2026,"Alquilar, comprar o construir",comparacion-comercial,"Alquilar, comprar o construir: cuentas antes de decidir","Alquilar, comprar o construir: cuentas antes de decidir","Aumento de alquiler por ICL o IPC, costo de construcción por m2, gastos de escritura al comprar y el costo real de vivir lejos: las cuatro cuentas…",1,0.33,alineado,title-canonico
https://hacecuentas.com/blog/alquiler-fijo-escalonado-o-indexado-que-opcion-te-conviene,"Alquiler fijo, escalonado o indexado",comparacion-comercial,"Alquiler fijo, escalonado o indexado: qué opción te conviene","Alquiler fijo, escalonado o indexado: qué opción te conviene","Compará alquiler fijo, escalonado e indexado según presupuesto, frecuencia, riesgo y costo total antes de firmar un contrato.",1,1,alineado,title-canonico
https://hacecuentas.com/blog/analisis-matematico-primer-parcial-2026,Análisis matemático,informacional,"Análisis matemático: derivadas, límites, integrales y series","Análisis matemático: derivadas, límites, integrales y series","Cómo encarar derivadas, límites, integrales y sucesiones y series para el parcial: qué regla aplicar en cada caso, con el procedimiento paso a paso…",1,0,alineado,title-canonico
https://hacecuentas.com/blog/anos-bisiestos-y-edad-por-que-aparecen-diferencias,Años bisiestos y edad,informacional,Años bisiestos y edad: por qué aparecen diferencias,Años bisiestos y edad: por qué aparecen diferencias,Conocé cómo tratar fechas de nacimiento cercanas al 29 de febrero y por qué los días transcurridos no sustituyen al calendario.,1,0,alineado,title-canonico
https://hacecuentas.com/blog/antes-de-adoptar-mascota-cuentas-2026,Antes de adoptar una mascota,calculo,Antes de adoptar una mascota: las 5 cuentas que nadie hace,Antes de adoptar una mascota: las 5 cuentas que nadie hace,"Qué calcular antes de adoptar un perro, gato, pez o tortuga: costo mensual real, cuántos años vive, cuánto ejercicio necesita, gestación y litros…",1,0.67,alineado,title-canonico
https://hacecuentas.com/blog/antiguedad-laboral-dias-trabajados,Cómo calcular antigüedad laboral y días trabajados,calculo,Cómo calcular antigüedad laboral y días trabajados,Cómo calcular antigüedad laboral y días trabajados,"Cómo contar años, meses y días de antigüedad y por qué cambia vacaciones, indemnización y otros derechos laborales.",1,0.5,alineado,title-canonico
https://hacecuentas.com/blog/argentino-promedio-ganancias-2026,El Argentino Promedio NO Paga Ganancias en 2026,informacional,El Argentino Promedio NO Paga Ganancias en 2026,El argentino promedio NO paga Ganancias en 2026 — Datos oficiales cruzados,¿El argentino promedio paga Ganancias en 2026? No: el RIPTE ($1.734.357/mes) está 73% por debajo del umbral de $3.000.046 bruto. Datos oficiales cruzados.,1,1,alineado,title-canonico
https://hacecuentas.com/blog/armar-huerta-jardin-desde-cero-2026,Armar tu huerta o jardín desde cero,informacional,Armar tu huerta o jardín desde cero: las 4 cuentas clave,Armar tu huerta o jardín desde cero: las 4 cuentas clave,"Cuándo sembrar cada cosa, cuántas plantas entran en tu espacio, qué maceta y cuánta tierra necesitás y cuántos litros regar.",1,0,alineado,title-canonico
https://hacecuentas.com/blog/asado-para-muchos-sin-que-falte-2026,Asado para muchos,informacional,"Asado para muchos: carne, empanadas, bebida y tragos justos","Asado para muchos: carne, empanadas, bebida y tragos justos","Cuánta carne por persona para el asado, cuántas empanadas y cuánto carbón, cuánta bebida comprar y cómo armar los tragos. La juntada resuelta con números.",1,0.5,alineado,title-canonico
https://hacecuentas.com/blog/asalariado-independiente-o-rentista-que-cambia-en-renta,"Asalariado, independiente o rentista",informacional,"Asalariado, independiente o rentista: qué cambia en renta","Asalariado, independiente o rentista: qué cambia en renta","Compará renta de asalariados, independientes y rentistas según fuentes, soportes, deducciones, patrimonio y retenciones.",1,0,alineado,title-canonico
https://hacecuentas.com/blog/aumento-y-descuento-porcentual-como-no-invertir-la-formula,Aumento y descuento porcentual,calculo,Aumento y descuento porcentual: cómo no invertir la fórmula,Aumento y descuento porcentual: cómo no invertir la fórmula,Calculá aumentos y descuentos y entendé por qué aplicar 20% de descuento no se revierte con un aumento de 20%.,1,0.67,alineado,title-canonico
https://hacecuentas.com/blog/aumentos-de-alquiler-en-2026-que-cambio-y-que-mirar,Aumentos de alquiler en 2026,calculo,Aumentos de alquiler en 2026: qué cambió y qué mirar,Aumentos de alquiler en 2026: qué cambió y qué mirar,"Entendé cómo se calculan los aumentos de alquiler en 2026 según contrato, fecha, moneda, frecuencia e índice pactado.",1,1,alineado,title-canonico
https://hacecuentas.com/blog/bajar-facturas-luz-gas-eficiencia-2026,Cómo bajar las facturas de luz y gas con números,calculo,Cómo bajar las facturas de luz y gas con números,Cómo bajar las facturas de luz y gas con números,"Entendé tu factura de luz y de gas, calculá cuánto gasta el aire o la estufa, cuánto ahorra aislar la casa y cuándo se pagan los paneles solares.",1,0.4,alineado,title-canonico
https://hacecuentas.com/blog/bebe-y-nino-como-diferenciar-crecimiento-de-desarrollo,Crecimiento y desarrollo infantil,informacional,Crecimiento y desarrollo infantil: cómo diferenciarlos,Crecimiento y desarrollo infantil: cómo diferenciarlos,"Diferenciá crecimiento físico, desarrollo y maduración para evitar conclusiones a partir de una sola medición.",1,0.67,alineado,title-canonico
https://hacecuentas.com/blog/benchmarks-de-tasa-de-conversion,Benchmarks de tasa de conversión,informacional,Benchmarks de tasa de conversión | Hacé Cuentas,Benchmarks de tasa de conversión,"CR = (conversiones ÷ visitas) × 100. Ejemplo: 250 ventas… Incluye explicación, ejemplo resuelto y pasos para aplicar benchmarks de tasa de conversión.",1,1,alineado,title-canonico
https://hacecuentas.com/blog/calcular-materiales-obra-gruesa-2026,Materiales de obra gruesa,calculo,Materiales de obra gruesa: cómo calcularlos,Materiales de obra gruesa: cómo calcularlos,"Guía para calcular hormigón, ladrillos, techo y tanque de agua antes de comprar: reglas prácticas, errores comunes y las calculadoras para cada etapa…",1,0,alineado,title-canonico
https://hacecuentas.com/blog/calendario-economico-agosto-2026,Calendario económico agosto 2026,informacional,Calendario económico agosto 2026: pagos y vencimientos,Calendario económico agosto 2026: pagos y vencimientos,"Agenda de agosto 2026 en Argentina: ANSES, ARCA, monotributo, inflación, feriado, Ganancias, salarios y alquileres.",1,0.5,alineado,title-canonico
https://hacecuentas.com/blog/calorias-de-mantenimiento-por-que-cambia-el-resultado,Calorías de mantenimiento,informacional,Calorías de mantenimiento: por qué cambia el resultado,Calorías de mantenimiento: por qué cambia el resultado,Conocé por qué las calorías de mantenimiento cambian y cómo ajustar una estimación con datos reales y seguimiento.,1,1,alineado,title-canonico
https://hacecuentas.com/blog/calorias-para-bajar-de-peso-como-evitar-un-deficit-extremo,Calorías para bajar de peso,informacional,Calorías para bajar de peso: cómo evitar un déficit extremo,Calorías para bajar de peso: cómo evitar un déficit extremo,Entendé cómo usar una estimación de calorías sin fijar déficits extremos ni reemplazar orientación profesional.,1,0.33,alineado,title-canonico
https://hacecuentas.com/blog/calorias-proteinas-y-fibra-como-mirar-la-calidad-de-la-dieta,"Calorías, proteínas y fibra",calculo,"Calorías, proteínas y fibra: cómo mirar la calidad","Calorías, proteínas y fibra: cómo mirar la calidad de la dieta","Complementá el cálculo calórico con proteínas, fibra, micronutrientes, hidratación y contexto de salud.",1,0.67,alineado,title-canonico
https://hacecuentas.com/blog/caso-real-andres-encontro-un-rubro-pendiente-en-su-liquidacion,Caso real: Andrés encontró un rubro pendiente,informacional,Caso real: Andrés encontró un rubro pendiente,Caso real: Andrés encontró un rubro pendiente en su liquidación,"Andrés comparó recibos, vacaciones y fechas después de renunciar y encontró un rubro pendiente en su liquidación final.",1,0.67,alineado,title-canonico
https://hacecuentas.com/blog/caso-real-camila-descubrio-que-miraba-la-categoria-equivocada,Caso real: Camila descubrió que miraba la categoría,informacional,Caso real: Camila descubrió que miraba la categoría,Caso real: Camila descubrió que miraba la categoría equivocada,"Camila comparó su recibo con una escala, detectó una categoría equivocada y preparó un reclamo con tareas y horarios verificables.",1,0.33,alineado,title-canonico
https://hacecuentas.com/blog/caso-real-como-valeria-detecto-un-aumento-mal-aplicado,Caso real: cómo Valeria detectó un aumento mal aplicado,informacional,Caso real: cómo Valeria detectó un aumento mal aplicado,Caso real: cómo Valeria detectó un aumento mal aplicado,"Valeria comparó contrato, fechas e índice y descubrió por qué el aumento de alquiler recibido no coincidía con la cuenta pactada.",1,0.29,alineado,title-canonico
https://hacecuentas.com/blog/caso-real-lucia-comparo-dos-presupuestos-de-construccion,Caso real: Lucía comparó dos presupuestos de construcción,informacional,Caso real: Lucía comparó dos presupuestos de construcción,Caso real: Lucía comparó dos presupuestos de construcción,"Lucía comparó dos presupuestos de construcción, separó faltantes y eligió una alternativa realista para una casa de 90 m².",1,0.71,alineado,title-canonico
https://hacecuentas.com/blog/caso-real-marina-ordeno-sus-fechas-de-embarazo,Caso real: Marina ordenó sus fechas de embarazo,informacional,Caso real: Marina ordenó sus fechas de embarazo,Caso real: Marina ordenó sus fechas de embarazo,"Marina comparó fechas, consultó una ecografía y aprendió a usar la edad gestacional como referencia, no como diagnóstico.",1,0.29,alineado,title-canonico
https://hacecuentas.com/blog/caso-real-mateo-comparo-dos-ofertas-de-trabajo,Caso real: Mateo comparó dos ofertas de trabajo,informacional,Caso real: Mateo comparó dos ofertas de trabajo,Caso real: Mateo comparó dos ofertas de trabajo,"Mateo comparó dos ofertas laborales separando bruto, neto, bono y beneficios y eligió el ingreso más previsible.",1,0.57,alineado,title-canonico
https://hacecuentas.com/blog/caso-real-nicolas-ordeno-sus-ingresos-antes-de-declarar-renta,Caso real: Nicolás ordenó sus ingresos antes de declarar,informacional,Caso real: Nicolás ordenó sus ingresos antes de declarar,Caso real: Nicolás ordenó sus ingresos antes de declarar renta,"Nicolás ordenó salario, arrendamiento, venta de vehículo y patrimonio para revisar su obligación de declarar renta en Colombia.",1,0.38,alineado,title-canonico
https://hacecuentas.com/blog/caso-real-paula-reviso-su-liquidacion-despues-del-despido,Caso real: Paula revisó su liquidación después del despido,informacional,Caso real: Paula revisó su liquidación después del despido,Caso real: Paula revisó su liquidación después del despido,"Paula recibió una liquidación por despido, revisó recibos y fechas, y aprendió a separar indemnización, preaviso y conceptos pendientes.",1,0.57,alineado,title-canonico
https://hacecuentas.com/blog/caso-real-que-descubrio-lucia-al-calcular-su-imc,Caso real: qué descubrió Lucía al calcular su IMC,calculo,Caso real: qué descubrió Lucía al calcular su IMC,Caso real: qué descubrió Lucía al calcular su IMC,"Lucía buscó un peso ideal exacto, calculó su IMC y aprendió a transformar una cifra aislada en un objetivo razonable, medible y sostenible.",1,0.4,alineado,title-canonico
https://hacecuentas.com/blog/caso-real-tomas-no-encajaba-en-una-sola-generacion,Caso real: Tomás no encajaba en una sola generación,informacional,Caso real: Tomás no encajaba en una sola generación,Caso real: Tomás no encajaba en una sola generación,"Tomás comparó generaciones en su equipo y descubrió que rol, experiencia y contexto explicaban más que una etiqueta por año.",1,0.17,alineado,title-canonico
https://hacecuentas.com/blog/casos-practicos-de-roi,Casos prácticos de ROI,informacional,Casos prácticos de ROI | Hacé Cuentas,Casos prácticos de ROI,El ROI (Return On Investment) es el indicador universal de rentabilidad: mide cuánto ganaste respecto a lo que invertiste.,1,0.33,alineado,title-canonico
https://hacecuentas.com/blog/ciencia-en-la-cocina-2026,Cocina con ciencia,informacional,"Cocina con ciencia: leudado, café, carne al punto y cerveza","Cocina con ciencia: leudado, café, carne al punto y cerveza","Cuánto tarda en leudar la masa, cuántos gramos de café por taza, la temperatura interna segura de la carne y los números de tu cerveza casera…",1,0,alineado,title-canonico
https://hacecuentas.com/blog/cinco-errores-que-encarecen-un-proyecto-de-impresion-3d,Cinco errores que encarecen un proyecto de impresión 3D,informacional,Cinco errores que encarecen un proyecto de impresión 3D,Cinco errores que encarecen un proyecto de impresión 3D,"Conocé los errores de diseño, orientación y presupuesto que generan desperdicio y retrasos en impresión 3D.",1,0.4,alineado,title-canonico
https://hacecuentas.com/blog/como-actualizar-una-cuota-alimentaria-por-cambios-de-gastos,Cómo actualizar una cuota alimentaria por cambios de gastos,informacional,Cómo actualizar una cuota alimentaria por cambios de gastos,Cómo actualizar una cuota alimentaria por cambios de gastos,Revisá cómo documentar cambios de gastos e ingresos antes de pedir una actualización de cuota alimentaria.,1,0.8,alineado,title-canonico
https://hacecuentas.com/blog/como-calcular-aguinaldo-2026,Cómo calcular el aguinaldo 2026,calculo,Cómo calcular el aguinaldo 2026: fórmula y ejemplos,"Cómo calcular el aguinaldo, sin esperar al recibo.","Aprendé a calcular el aguinaldo 2026 con la fórmula del 50% del mejor sueldo, ejemplos, proporcional por meses y fechas de pago.",0.5,1,alineado,title-canonico
https://hacecuentas.com/blog/como-calcular-aumento-porcentual-entre-dos-valores,Cómo calcular el aumento porcentual entre dos valores,calculo,Cómo calcular el aumento porcentual entre dos valores,Cómo calcular el aumento porcentual entre dos valores,"Fórmula para calcular cuánto aumentó o bajó un valor en porcentaje. Ejemplos con precios, sueldo e inflación y errores comunes.",1,0.2,alineado,title-canonico
https://hacecuentas.com/blog/como-calcular-calorias-para-bajar-de-peso,Cómo calcular calorías para bajar de peso,calculo,Cómo calcular calorías para bajar de peso,Cómo calcular calorías para bajar de peso,"¿Cuántas calorías necesitás para bajar de peso? Calculá tu TDEE (Mifflin-St Jeor), restá 500 kcal y bajá ~0,5 kg por semana. Calculadora gratis.",1,1,alineado,title-canonico
https://hacecuentas.com/blog/como-calcular-cuantas-calorias-necesitas-por-dia,Cómo calcular cuántas calorías necesitás por día,calculo,Cómo calcular cuántas calorías necesitás por día,Cómo calcular cuántas calorías necesitás por día,"Estimá calorías diarias usando edad, sexo, peso, talla y actividad, con límites claros para no convertir el cálculo en diagnóstico.",1,0.33,alineado,title-canonico
https://hacecuentas.com/blog/como-calcular-cuantos-ladrillos-necesitas-para-una-pared,Cómo calcular cuántos ladrillos necesitás para una pared,calculo,Cómo calcular cuántos ladrillos necesitás para una pared,Cómo calcular cuántos ladrillos necesitás para una pared,"Calculá ladrillos por metro cuadrado considerando medidas, junta de mortero, cortes y un margen de desperdicio.",1,0.33,alineado,title-canonico
